Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Students,European Semester,Average Numeric Grade
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,6,10,8,4,3,1,1,1,5,0,0,0,1,0,"Mockus, Domininkas",40,WiSe,1.7174999999999998
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,5,15,5,2,4,2,2,2,0,0,1,0,1,0,"Mockus, Domininkas",39,WiSe,1.6128205128205129
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,9,14,3,2,7,1,0,0,0,0,0,1,1,0,"Dee, Ethan A",38,WiSe,1.4710526315789472
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,5,12,8,1,3,5,4,2,0,0,0,0,0,0,"Dee, Ethan A",40,WiSe,1.5849999999999997
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,4,11,5,4,2,1,2,3,1,2,1,0,1,0,"Yu, Yueyuan",37,WiSe,1.8567567567567564
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,6,8,1,5,7,4,4,1,0,0,1,1,0,0,"Yu, Yueyuan",38,WiSe,1.8184210526315787
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,5,17,4,5,2,4,0,0,0,1,1,0,0,0,"Yi, Minh Joo",39,WiSe,1.4512820512820515
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,3,7,3,4,8,4,0,1,2,2,1,0,2,1,"Yi, Minh Joo",37,WiSe,2.0783783783783787
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,6,10,6,4,3,2,2,0,1,1,0,0,1,0,"Gao, Ke",36,WiSe,1.6277777777777778
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,8,8,6,5,1,3,3,1,0,2,0,0,1,1,"Gao, Ke",38,WiSe,1.702631578947368
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,11,10,3,2,6,1,0,1,1,4,1,0,0,0,"Liu, Xinxuan",40,WiSe,1.6924999999999997
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,4,12,8,5,2,0,3,3,0,0,0,0,2,0,"Liu, Xinxuan",39,WiSe,1.6923076923076923
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,10,8,6,0,4,4,1,1,0,0,3,1,1,0,"Liu, Xinxuan",39,WiSe,1.794871794871795
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,4,9,8,7,2,2,2,1,1,0,0,0,2,0,"Liu, Xinxuan",38,WiSe,1.726315789473684
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,2,8,7,3,8,2,2,2,0,2,0,0,2,0,"Cueva Chavez, Ronald A",38,WiSe,1.9368421052631577
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,12,9,3,4,1,2,5,3,0,1,0,0,0,0,"Cueva Chavez, Ronald A",40,WiSe,1.6125
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,9,10,8,6,2,2,2,0,0,0,0,0,1,0,"Cueva Chavez, Ronald A",40,WiSe,1.4649999999999999
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,6,13,8,2,3,3,0,2,0,2,0,0,1,0,"Cueva Chavez, Ronald A",40,WiSe,1.6024999999999998
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,14,5,2,1,4,1,0,0,0,1,1,1,2,0,"Buller, David H",32,WiSe,1.7375
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,4,11,2,3,1,3,0,0,0,0,0,0,0,0,"Buller, David H",24,WiSe,1.3166666666666667
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,8,6,4,4,6,4,1,3,1,0,0,0,1,0,"Hardiman, Allen",38,WiSe,1.7684210526315791
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,7,6,6,4,2,2,4,2,2,2,0,0,2,0,"Hardiman, Allen",39,WiSe,1.9743589743589745
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,8,7,7,3,1,1,1,1,2,0,0,2,3,0,"Wang, Shihang",36,WiSe,1.927777777777778
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,9,5,3,8,3,0,4,2,1,1,0,2,2,0,"Wang, Shihang",40,WiSe,1.9974999999999998
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,7,10,3,4,7,2,0,1,1,0,0,0,1,0,"Wang, Shihang",36,WiSe,1.6
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,13,2,7,2,3,6,0,4,0,0,0,0,1,0,"Wang, Shihang",38,WiSe,1.6921052631578946
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,11,12,4,2,2,2,1,0,0,0,3,0,1,0,"Stechuk, Sunlee",38,WiSe,1.5763157894736841
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,13,10,4,4,4,0,0,2,0,0,0,0,1,1,"Stechuk, Sunlee",38,WiSe,1.4210526315789473
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,10,8,2,5,2,0,2,1,3,1,1,1,3,0,"Stechuk, Sunlee",39,WiSe,2.01025641025641
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,9,9,5,2,1,0,0,4,0,2,2,0,3,0,"Stechuk, Sunlee",37,WiSe,1.954054054054054
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,3,3,2,3,5,5,1,1,3,0,1,1,4,0,"Benete Reis De, Sebastiao",32,WiSe,2.471875
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,10,6,2,6,5,2,0,1,1,0,2,0,0,0,"Benete Reis De, Sebastiao",35,WiSe,1.6485714285714284
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,8,6,2,3,7,3,2,1,2,0,0,0,1,2,"Benete Reis De, Sebastiao",35,WiSe,1.7885714285714287
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,8,12,1,2,2,0,3,4,2,0,2,0,0,0,"Jung, Youngjoo",36,WiSe,1.761111111111111
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,8,6,2,7,3,2,6,2,0,0,1,0,0,0,"Jung, Youngjoo",37,WiSe,1.7648648648648653
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,10,4,2,6,8,4,0,1,0,1,1,1,0,0,"Jung, Youngjoo",38,WiSe,1.763157894736842
2022,Fall,2022-fa,ECON,102,Microeconomic Principles,DIS,7,9,4,3,5,0,2,3,1,1,0,0,0,0,"Jung, Youngjoo",35,WiSe,1.6485714285714284
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,9,12,3,2,3,2,3,0,1,1,0,1,0,0,"Cho, Minyoung",37,WiSe,1.5756756756756756
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,9,9,7,4,5,2,2,1,0,0,0,0,0,0,"Cho, Minyoung",39,WiSe,1.458974358974359
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,5,13,9,6,4,0,1,1,1,0,0,0,1,0,"Jung, Youngwook",41,WiSe,1.5097560975609758
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,6,10,7,3,7,1,0,2,1,0,0,0,1,0,"Jung, Youngwook",38,WiSe,1.5999999999999999
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,6,11,2,6,4,3,2,1,1,0,1,0,0,0,"Jung, Youngwook",37,WiSe,1.6324324324324322
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,11,6,9,2,4,3,3,1,0,0,0,0,0,0,"Jung, Youngwook",39,WiSe,1.4897435897435898
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,5,11,5,4,6,1,2,3,2,0,0,0,0,0,"Liu, Yiqiu",39,WiSe,1.6564102564102563
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,13,12,7,3,2,0,0,2,0,0,1,0,0,0,"Liu, Yiqiu",40,WiSe,1.33
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,10,8,7,6,4,1,1,1,0,0,0,0,0,0,"Liu, Yiqiu",38,WiSe,1.4026315789473685
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,8,13,3,3,6,1,2,1,0,1,0,0,2,0,"Liu, Yiqiu",40,WiSe,1.6600000000000001
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,8,8,7,4,2,3,2,1,0,1,0,0,1,0,"Adohinzin, Wilfried Doria",37,WiSe,1.618918918918919
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,9,10,6,7,3,2,1,0,0,0,1,0,1,0,"Adohinzin, Wilfried Doria",40,WiSe,1.5250000000000001
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,5,10,6,5,6,1,2,3,0,1,0,0,0,0,"Gholizadeh, Nasim",39,WiSe,1.6333333333333333
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,5,12,6,6,4,3,0,2,0,0,1,0,0,0,"Gholizadeh, Nasim",39,WiSe,1.5358974358974358
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,6,7,4,5,9,3,3,2,0,0,0,0,0,0,"Gholizadeh, Nasim",39,WiSe,1.6846153846153846
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,10,10,3,8,5,0,0,1,0,3,0,0,0,0,"Gholizadeh, Nasim",40,WiSe,1.54
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,14,9,6,6,2,1,1,0,0,0,0,0,1,0,"Niu, Mukun",40,WiSe,1.375
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,10,13,10,1,2,0,0,2,1,0,0,0,0,0,"Niu, Mukun",39,WiSe,1.3076923076923077
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,11,12,2,3,4,1,2,3,0,2,0,0,0,0,"Niu, Mukun",40,WiSe,1.5699999999999998
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,12,7,4,1,1,2,5,2,1,0,0,1,2,0,"Niu, Mukun",38,WiSe,1.831578947368421
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,9,13,5,5,2,1,1,1,0,0,2,0,0,0,"Simon, Pedro V",39,WiSe,1.4615384615384615
2022,Fall,2022-fa,ECON,103,Macroeconomic Principles,DIS,6,17,9,6,1,0,0,0,0,0,0,0,0,0,"Simon, Pedro V",39,WiSe,1.2025641025641027
2022,Fall,2022-fa,ECON,302,Inter Microeconomic Theory,DIS,8,1,0,3,3,0,4,0,0,2,0,1,0,0,"Kim, Sarah J",22,WiSe,1.9363636363636365
2022,Fall,2022-fa,ECON,302,Inter Microeconomic Theory,DIS,9,2,2,3,2,1,1,0,1,2,0,0,4,1,"Kim, Sarah J",27,WiSe,2.162962962962963
2022,Fall,2022-fa,ECON,302,Inter Microeconomic Theory,DIS,9,7,2,3,2,2,1,0,2,0,0,0,3,0,"Kim, Sarah J",31,WiSe,1.8258064516129036
2022,Fall,2022-fa,ECON,302,Inter Microeconomic Theory,DIS,4,1,4,4,4,5,5,0,1,0,1,0,2,0,"Liu, Zichang",31,WiSe,2.170967741935484
2022,Fall,2022-fa,ECON,302,Inter Microeconomic Theory,DIS,9,3,1,3,3,2,2,0,1,3,1,0,4,0,"Liu, Zichang",32,WiSe,2.275
2022,Fall,2022-fa,ECON,302,Inter Microeconomic Theory,DIS,9,2,1,2,4,0,2,1,0,0,2,0,5,1,"Liu, Zichang",28,WiSe,2.3249999999999997
2022,Fall,2022-fa,ECON,302,Inter Microeconomic Theory,DIS,5,6,1,3,4,2,1,1,0,1,0,1,2,0,"Liu, Zichang",27,WiSe,1.988888888888889
2022,Fall,2022-fa,ECON,302,Inter Microeconomic Theory,DIS,4,1,4,1,1,2,0,1,0,1,2,1,4,0,"De Souza Godeli, Arthur",22,WiSe,2.6136363636363638
2022,Fall,2022-fa,ECON,302,Inter Microeconomic Theory,DIS,2,2,3,3,5,4,0,3,2,2,2,2,4,1,"Rosa Mazzocato, Marcelo",34,WiSe,2.6999999999999997
2022,Fall,2022-fa,ECON,302,Inter Microeconomic Theory,DIS,3,3,3,5,2,2,4,5,0,1,2,1,1,0,"Rosa Mazzocato, Marcelo",32,WiSe,2.30625
2022,Fall,2022-fa,ECON,302,Inter Microeconomic Theory,DIS,3,4,4,2,4,3,0,3,1,1,0,1,1,0,"Rosa Mazzocato, Marcelo",27,WiSe,2.0666666666666664
2022,Fall,2022-fa,ECON,302,Inter Microeconomic Theory,DIS,10,2,0,3,1,2,1,2,4,2,1,2,2,0,"Rosa Mazzocato, Marcelo",32,WiSe,2.3625000000000003
2022,Fall,2022-fa,ESE,360,Environmental Writing,LEC,0,8,3,6,2,1,0,0,0,0,0,0,1,0,"Kanter, Robert E",21,WiSe,1.5904761904761908
2022,Fall,2022-fa,MUS,133,Introduction to World Music,LEC,0,469,52,12,13,9,5,5,5,3,4,0,8,0,"Smith, Jonathon M",585,WiSe,1.2235897435897438
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,6,15,15,5,3,1,2,0,0,0,0,0,1,0,"Gardner, Jennie C",48,WiSe,1.4104166666666664
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,8,19,7,5,1,2,0,1,0,0,0,1,1,0,"Yuquimpo, Jonathan",45,WiSe,1.4111111111111112
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,3,10,1,3,3,0,1,2,0,0,0,0,0,0,"Sanchez Hernand, Fernando",23,WiSe,1.4826086956521736
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,2,9,6,8,12,4,2,1,0,0,0,0,1,0,"Whitlock, Jonathon S",45,WiSe,1.7555555555555555
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,5,11,8,8,3,5,1,0,0,2,0,1,0,1,"Yuquimpo, Jonathan",44,WiSe,1.6340909090909093
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,10,14,3,2,4,1,2,3,1,0,1,0,3,0,"Chia, Lin Khern A",44,WiSe,1.779545454545454
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,8,14,5,5,5,3,2,2,2,0,0,0,1,0,"Mao, Shufan",47,WiSe,1.6361702127659572
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,3,9,15,9,2,4,3,0,0,0,0,0,0,0,"Gardner, Jennie C",45,WiSe,1.5133333333333332
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,8,18,5,6,4,2,0,0,1,0,1,0,2,0,"Chia, Lin Khern A",47,WiSe,1.5446808510638297
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,19,15,9,2,1,0,1,0,0,0,0,0,0,0,"Venerable, Walter J",47,WiSe,1.1446808510638298
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,6,17,8,4,2,4,0,2,0,1,0,1,0,0,"Sutkus, Loretta T",45,WiSe,1.4977777777777777
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,6,9,8,7,6,1,1,3,1,0,1,1,1,1,"Mao, Shufan",45,WiSe,1.7755555555555553
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,22,12,6,4,0,1,0,1,0,0,0,0,0,0,"Venerable, Walter J",46,WiSe,1.1717391304347824
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,6,13,8,4,6,2,2,1,1,1,0,0,1,0,"Sutkus, Loretta T",45,WiSe,1.6266666666666667
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,5,17,8,9,4,2,1,0,0,0,0,0,1,0,"Hwang, Suyeon",47,WiSe,1.446808510638298
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,5,17,9,6,3,0,0,2,1,0,1,0,2,0,"Cerna, Jonathan",46,WiSe,1.591304347826087
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,10,13,5,8,2,3,0,1,1,0,0,0,3,0,"Ding, Huiyu",46,WiSe,1.6369565217391304
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,10,14,5,4,6,1,1,1,0,1,0,0,0,0,"Hwang, Suyeon",43,WiSe,1.4186046511627908
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,5,15,7,7,3,2,1,3,0,1,0,0,1,0,"Cerna, Jonathan",45,WiSe,1.6
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,6,14,4,7,7,1,2,1,1,1,1,0,3,0,"Ding, Huiyu",48,WiSe,1.8291666666666666
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,11,16,8,2,1,0,0,0,0,0,0,0,1,0,"Flores, Andrew Z",39,WiSe,1.2256410256410255
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,7,11,5,4,4,1,1,2,0,0,0,0,3,0,"Flores, Andrew Z",38,WiSe,1.7184210526315788
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,7,18,6,5,3,0,1,1,0,0,1,0,2,0,"Shao, Zhenan",44,WiSe,1.5227272727272727
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,11,9,11,8,4,1,0,0,0,1,0,1,0,0,"Shao, Zhenan",46,WiSe,1.4391304347826088
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,7,12,9,4,7,1,2,2,0,0,1,0,0,0,"Lo, Yi-Pei",45,WiSe,1.5377777777777775
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,8,16,5,6,3,2,2,2,1,0,0,0,2,0,"Unal, Belgin",47,WiSe,1.6170212765957446
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,7,9,12,5,8,3,1,0,0,0,0,0,2,0,"Lo, Yi-Pei",47,WiSe,1.6106382978723406
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,8,17,9,3,3,1,2,0,0,1,0,0,1,0,"Unal, Belgin",45,WiSe,1.4266666666666667
2022,Fall,2022-fa,PSYC,100,Intro Psych,LCD,6,5,4,4,6,1,1,0,0,0,0,0,0,0,"Mueller, Riley A",27,WiSe,1.4814814814814814
2022,Fall,2022-fa,REL,110,World Religions,DIS,14,3,4,2,2,0,1,1,1,0,0,0,1,0,"Ward, Michael P",29,WiSe,1.5034482758620689
2022,Fall,2022-fa,REL,110,World Religions,DIS,13,7,4,0,3,0,0,0,0,0,0,0,1,0,"Ward, Michael P",28,WiSe,1.292857142857143
2022,Fall,2022-fa,REL,110,World Religions,DIS,17,3,6,1,1,0,0,1,0,0,0,0,0,0,"Werkheiser, Amy R",29,WiSe,1.1896551724137931
2022,Fall,2022-fa,REL,110,World Religions,DIS,11,9,4,2,2,0,0,1,0,0,0,0,0,0,"Ward, Michael P",29,WiSe,1.2275862068965515
2022,Fall,2022-fa,REL,110,World Religions,DIS,22,4,1,1,0,0,0,0,0,0,0,0,1,0,"Werkheiser, Amy R",29,WiSe,1.1724137931034482
2022,Fall,2022-fa,REL,110,World Religions,DIS,13,7,3,2,1,1,0,1,0,0,0,0,0,0,"Jones, Hannah Gene K",28,WiSe,1.2357142857142855
2022,Fall,2022-fa,REL,110,World Religions,ONL,18,5,2,0,1,0,0,0,0,1,0,0,0,1,"Abusharara, Bayan M",27,WiSe,1.1592592592592592
2022,Fall,2022-fa,REL,110,World Religions,ONL,16,6,1,2,1,0,0,1,0,0,0,0,2,0,"Abusharara, Bayan M",29,WiSe,1.4379310344827587
2022,Fall,2022-fa,REL,110,World Religions,DIS,14,5,3,0,1,2,0,1,0,0,1,0,1,0,"Jones, Hannah Gene K",28,WiSe,1.4821428571428572
2022,Fall,2022-fa,REL,110,World Religions,DIS,17,7,0,1,1,0,0,0,0,0,0,0,0,0,"Robinson, Sarah R",26,WiSe,1.0653846153846154
2022,Fall,2022-fa,REL,110,World Religions,DIS,21,4,2,0,0,1,1,0,0,0,0,0,0,0,"Karipek, Yusuf Z",29,WiSe,1.1241379310344828
2022,Fall,2022-fa,REL,110,World Religions,DIS,12,11,2,1,2,0,0,0,0,0,0,0,0,0,"Jones, Hannah Gene K",28,WiSe,1.1178571428571429
2022,Fall,2022-fa,REL,110,World Religions,DIS,16,8,3,1,0,0,0,0,0,0,0,0,1,0,"Robinson, Sarah R",29,WiSe,1.1931034482758618
2022,Fall,2022-fa,REL,110,World Religions,DIS,19,5,1,0,0,0,2,0,0,0,0,0,2,0,"Robinson, Sarah R",29,WiSe,1.403448275862069
2022,Fall,2022-fa,REL,110,World Religions,ONL,19,4,2,0,0,2,0,1,0,0,0,0,0,0,"Abusharara, Bayan M",28,WiSe,1.1857142857142857
2022,Fall,2022-fa,RST,100,RST in Modern Society,LCD,67,65,37,14,16,6,5,5,5,4,1,1,5,0,"Liechty, Toni",231,WiSe,1.4839826839826842
2022,Spring,2022-sp,ACE,240,Personal Financial Planning,ONL,120,256,0,0,51,0,0,24,0,0,8,0,13,0,"Lemoine, Craig",472,SoSe,1.3707627118644068
2022,Spring,2022-sp,ACE,240,Personal Financial Planning,ONL,64,105,0,0,21,0,0,10,0,0,2,0,6,0,"Lemoine, Craig",208,SoSe,1.3413461538461537
2022,Spring,2022-sp,ACE,240,Personal Financial Planning,LCD,9,15,7,4,5,4,2,3,1,1,0,1,0,0,"Sanchez, Donovan",52,SoSe,1.6307692307692307
2022,Spring,2022-sp,ASTR,100,Introduction to Astronomy,ONL,40,45,25,17,13,10,3,8,7,1,3,1,4,0,"Winans, Amanda",177,SoSe,1.6418079096045195
2022,Spring,2022-sp,ASTR,100,Introduction to Astronomy,ONL,45,108,58,25,44,30,13,23,11,8,9,10,59,2,"Winans, Amanda",443,SoSe,2.193905191873589
2022,Spring,2022-sp,ATMS,120,Severe and Hazardous Weather,LEC,30,94,45,35,44,16,24,23,15,11,11,2,15,0,"Choate, Jessica J",365,SoSe,1.968219178082192
2022,Spring,2022-sp,BADM,300,The Legal Environment of Bus,LEC,72,78,18,9,3,5,2,2,2,2,0,0,2,0,"Warnick, Emerson T",195,SoSe,1.2389743589743591
2022,Spring,2022-sp,BADM,300,The Legal Environment of Bus,LCD,47,70,25,11,8,5,2,1,1,0,2,0,1,0,"Warnick, Emerson T",173,SoSe,1.2739884393063585
2022,Spring,2022-sp,BADM,310,Mgmt and Organizational Beh,LEC,199,81,15,5,6,2,1,0,1,0,1,0,1,0,"White, Judith B",312,SoSe,1.0884615384615386
2022,Spring,2022-sp,BADM,310,Mgmt and Organizational Beh,ONL,0,187,108,46,20,7,8,7,0,1,1,1,2,0,"Gill, Shahbaz",388,SoSe,1.356443298969072
2022,Spring,2022-sp,BADM,320,Principles of Marketing,LEC,82,73,39,24,18,6,5,2,3,0,1,1,1,1,"Wolters, Mark E",255,SoSe,1.3294117647058823
2022,Spring,2022-sp,BADM,320,Principles of Marketing,ONL,142,118,58,32,24,7,3,7,1,1,0,1,2,0,"Wolters, Mark E",396,SoSe,1.2734848484848484
2022,Spring,2022-sp,BADM,350,IT for Networked Organizations,LCD,0,47,7,1,4,1,0,0,0,0,0,0,0,0,"Ghoshal, Abhijeet",60,SoSe,1.1350000000000002
2022,Spring,2022-sp,BADM,350,IT for Networked Organizations,LCD,0,42,8,2,1,1,0,0,0,0,0,0,0,0,"Ghoshal, Abhijeet",54,SoSe,1.112962962962963
2022,Spring,2022-sp,BADM,350,IT for Networked Organizations,ONL,0,2,6,5,10,0,1,0,0,0,0,0,0,0,"Parthasarathy, Rangarajan",24,SoSe,1.7083333333333333
2022,Spring,2022-sp,BADM,380,International Business,LCD,9,12,6,1,3,1,0,0,0,0,0,0,0,0,"Ma, Hyewon",32,SoSe,1.2125
2022,Spring,2022-sp,CHLH,101,Introduction to Public Health,LEC,41,28,11,2,4,1,2,2,1,0,0,0,2,0,"Hoopsick, Rachel A",94,SoSe,1.29468085106383
2022,Spring,2022-sp,CHLH,101,Introduction to Public Health,ONL,0,182,1,5,91,1,4,28,0,0,11,0,9,0,"Schwingel, Andiara",332,SoSe,1.6864457831325304
2022,Spring,2022-sp,CLCV,111,Mythology of Greece and Rome,OLC,6,39,2,0,6,2,0,4,0,0,2,0,4,0,"Solomon, Jon",65,SoSe,1.603076923076923
2022,Spring,2022-sp,CLCV,115,Mythology of Greece and Rome,DIS,1,25,0,1,3,0,0,0,0,0,0,0,0,0,"Merkley, Kyle G",30,SoSe,1.1233333333333335
2022,Spring,2022-sp,CLCV,115,Mythology of Greece and Rome,DIS,0,27,0,0,0,1,1,1,0,0,1,0,0,0,"McQueen, Kelli A",31,SoSe,1.2580645161290323
2022,Spring,2022-sp,CLCV,115,Mythology of Greece and Rome,DIS,2,24,0,1,2,0,1,0,0,0,0,0,2,0,"Reymann, Emma F",32,SoSe,1.3875
2022,Spring,2022-sp,CLCV,115,Mythology of Greece and Rome,DIS,4,24,0,0,2,0,1,0,0,0,0,0,1,0,"Rahat, Guy",32,SoSe,1.240625
2022,Spring,2022-sp,CLCV,115,Mythology of Greece and Rome,DIS,0,24,0,1,2,0,0,0,0,0,0,0,0,0,"Baronovic, Joseph R",27,SoSe,1.0999999999999999
2022,Spring,2022-sp,CLCV,115,Mythology of Greece and Rome,DIS,6,18,2,0,3,0,0,1,0,0,0,0,0,0,"Jennings, Elisa T",30,SoSe,1.1866666666666668
2022,Spring,2022-sp,CLCV,115,Mythology of Greece and Rome,DIS,0,22,0,0,2,1,1,3,0,0,0,0,1,0,"Smith, Allen",30,SoSe,1.5
2022,Spring,2022-sp,CLCV,115,Mythology of Greece and Rome,DIS,4,23,0,1,2,0,0,0,0,0,0,0,0,0,"Vandervelde, Amy K",30,SoSe,1.09
2022,Spring,2022-sp,CLCV,115,Mythology of Greece and Rome,DIS,4,23,0,0,3,0,0,0,0,0,0,0,0,0,"Scheele, Genevieve V",30,SoSe,1.1
2022,Spring,2022-sp,CLCV,115,Mythology of Greece and Rome,DIS,5,18,1,1,0,0,0,2,0,0,0,0,2,0,"Vandervelde, Amy K",29,SoSe,1.4482758620689655
2022,Spring,2022-sp,CLCV,115,Mythology of Greece and Rome,DIS,9,18,0,2,2,0,0,0,0,0,1,0,0,0,"Scheele, Genevieve V",32,SoSe,1.2
2022,Spring,2022-sp,CLCV,115,Mythology of Greece and Rome,DIS,1,24,0,0,1,0,2,1,0,0,0,0,2,0,"Reymann, Emma F",31,SoSe,1.464516129032258
2022,Spring,2022-sp,CLCV,115,Mythology of Greece and Rome,DIS,4,21,1,0,4,0,0,1,0,1,0,0,0,0,"Reymann, Emma F",32,SoSe,1.28125
2022,Spring,2022-sp,DANC,100,Intro to Contemporary Dance,LAB,0,6,2,3,4,1,2,0,1,0,2,3,3,1,"Emadian, Elliot R",27,SoSe,2.5407407407407407
2022,Spring,2022-sp,DANC,100,Intro to Contemporary Dance,LAB,2,13,5,1,7,0,1,1,0,2,0,0,2,0,"Emadian, Elliot R",34,SoSe,1.773529411764706
2022,Spring,2022-sp,DANC,100,Intro to Contemporary Dance,ONL,30,11,3,2,0,2,0,0,0,0,1,0,0,0,"Beck, Kenneth D",49,SoSe,1.1612244897959183
2022,Spring,2022-sp,DANC,100,Intro to Contemporary Dance,ONL,6,14,5,5,3,2,2,1,0,0,0,0,2,0,"Ayorinde, Oluwadamilare",40,SoSe,1.6
2022,Spring,2022-sp,DANC,100,Intro to Contemporary Dance,ONL,24,11,3,1,0,1,0,1,0,0,0,0,1,0,"Beck, Kenneth D",42,SoSe,1.2119047619047618
2022,Spring,2022-sp,ECON,102,Microeconomic Principles,DIS,5,12,1,1,2,1,2,3,0,0,1,1,2,2,"Bao, Di",31,SoSe,1.903225806451613
2022,Spring,2022-sp,ECON,102,Microeconomic Principles,DIS,2,5,4,2,7,5,2,6,1,2,0,0,0,0,"Bao, Di",36,SoSe,2.088888888888889
